Date de saisie;Date opération;Description;Montant;Type;Catégorie;Date de rapprochement;Répétition mensuelle;Répétition annuelle;Depuis;Vers;ID
10/12/2025;10/12/2025;Pizzeria Bella Vista 🍕;40,73;Dépenses variables;Restauration & Sorties;10/12/2025;FAUX;FAUX;Compte Courant Principal;;696
21/12/2025;21/12/2025;Brasserie du Centre 🍕;37,83;Dépenses variables;Restauration & Sorties;21/12/2025;FAUX;FAUX;Compte Courant Principal;;697
14/12/2025;14/12/2025;Pharmacie Centrale 💊;22,48;Dépenses variables;Santé & Mutuelle;14/12/2025;FAUX;FAUX;Compte Courant Principal;;698
25/12/2025;25/12/2025;Decathlon - Loisirs ⚽;117,58;Dépenses variables;Loisirs & Culture;25/12/2025;FAUX;FAUX;Compte Courant Principal;;699
12/12/2025;12/12/2025;Shopping Habillement 🛍️;41,19;Dépenses variables;Shopping & Habillement;12/12/2025;FAUX;FAUX;Compte Courant Principal;;700
18/12/2025;18/12/2025;Cadeaux de Noël & Fêtes 🎁;85,00;Dépenses variables;Shopping & Habillement;18/12/2025;FAUX;FAUX;Compte Courant Principal;;701
27/01/2026;28/01/2026;Salaire Mensuel 💶;1769,51;Recettes;Salaire;28/01/2026;VRAI;FAUX;;Compte Courant Principal;702
01/01/2026;02/01/2026;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/01/2026;VRAI;FAUX;Compte Courant Principal;Livret A;703
03/01/2026;05/01/2026;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/01/2026;VRAI;FAUX;Compte Courant Principal;;704
08/01/2026;10/01/2026;Facture Électricité & Gaz ⚡;94,31;Dépenses fixes;Énergie & Eau;10/01/2026;VRAI;FAUX;Compte Courant Principal;;705
11/01/2026;12/01/2026;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/01/2026;VRAI;FAUX;Compte Courant Principal;;706
16/01/2026;18/01/2026;Assurance Habitation & Auto 🛡️;66,51;Dépenses fixes;Assurance;18/01/2026;VRAI;FAUX;Compte Courant Principal;;707
18/01/2026;20/01/2026;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/01/2026;VRAI;FAUX;Compte Courant Principal;;708
21/01/2026;22/01/2026;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/01/2026;VRAI;FAUX;Compte Courant Principal;;709
02/01/2026;02/01/2026;Courses E.Leclerc 🛒;97,48;Dépenses variables;Alimentation;02/01/2026;FAUX;FAUX;Compte Courant Principal;;710
11/01/2026;11/01/2026;Courses Lidl 🛒;90,27;Dépenses variables;Alimentation;11/01/2026;FAUX;FAUX;Compte Courant Principal;;711
18/01/2026;18/01/2026;Courses Lidl 🛒;88,77;Dépenses variables;Alimentation;18/01/2026;FAUX;FAUX;Compte Courant Principal;;712
25/01/2026;25/01/2026;Courses Carrefour 🛒;94,62;Dépenses variables;Alimentation;25/01/2026;FAUX;FAUX;Compte Courant Principal;;713
09/01/2026;09/01/2026;Station TotalEnergies - Carburant ⛽;56,05;Dépenses variables;Transport & Carburant;09/01/2026;FAUX;FAUX;Compte Courant Principal;;714
22/01/2026;22/01/2026;Station TotalEnergies - Carburant ⛽;56,23;Dépenses variables;Transport & Carburant;22/01/2026;FAUX;FAUX;Compte Courant Principal;;715
07/01/2026;07/01/2026;Bistrot Gourmand 🍕;40,31;Dépenses variables;Restauration & Sorties;07/01/2026;FAUX;FAUX;Compte Courant Principal;;716
22/01/2026;22/01/2026;Brasserie du Centre 🍕;39,21;Dépenses variables;Restauration & Sorties;22/01/2026;FAUX;FAUX;Compte Courant Principal;;717
15/01/2026;15/01/2026;Pharmacie Centrale 💊;22,91;Dépenses variables;Santé & Mutuelle;15/01/2026;FAUX;FAUX;Compte Courant Principal;;718
23/01/2026;23/01/2026;Decathlon - Loisirs ⚽;134,39;Dépenses variables;Loisirs & Culture;23/01/2026;FAUX;FAUX;Compte Courant Principal;;719
14/01/2026;14/01/2026;Shopping Habillement 🛍️;50,05;Dépenses variables;Shopping & Habillement;14/01/2026;FAUX;FAUX;Compte Courant Principal;;720
27/02/2026;28/02/2026;Salaire Mensuel 💶;1757,23;Recettes;Salaire;28/02/2026;VRAI;FAUX;;Compte Courant Principal;721
31/01/2026;02/02/2026;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/02/2026;VRAI;FAUX;Compte Courant Principal;Livret A;722
04/02/2026;05/02/2026;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/02/2026;VRAI;FAUX;Compte Courant Principal;;723
08/02/2026;10/02/2026;Facture Électricité & Gaz ⚡;93,96;Dépenses fixes;Énergie & Eau;10/02/2026;VRAI;FAUX;Compte Courant Principal;;724
10/02/2026;12/02/2026;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/02/2026;VRAI;FAUX;Compte Courant Principal;;725
16/02/2026;18/02/2026;Assurance Habitation & Auto 🛡️;69,86;Dépenses fixes;Assurance;18/02/2026;VRAI;FAUX;Compte Courant Principal;;726
18/02/2026;20/02/2026;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/02/2026;VRAI;FAUX;Compte Courant Principal;;727
20/02/2026;22/02/2026;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/02/2026;VRAI;FAUX;Compte Courant Principal;;728
04/02/2026;04/02/2026;Courses Auchan 🛒;97,66;Dépenses variables;Alimentation;04/02/2026;FAUX;FAUX;Compte Courant Principal;;729
10/02/2026;10/02/2026;Courses Lidl 🛒;96,73;Dépenses variables;Alimentation;10/02/2026;FAUX;FAUX;Compte Courant Principal;;730
18/02/2026;18/02/2026;Courses Auchan 🛒;96,74;Dépenses variables;Alimentation;18/02/2026;FAUX;FAUX;Compte Courant Principal;;731
27/02/2026;27/02/2026;Courses Carrefour 🛒;95,11;Dépenses variables;Alimentation;27/02/2026;FAUX;FAUX;Compte Courant Principal;;732
09/02/2026;09/02/2026;Station TotalEnergies - Carburant ⛽;61,81;Dépenses variables;Transport & Carburant;09/02/2026;FAUX;FAUX;Compte Courant Principal;;733
21/02/2026;21/02/2026;Station TotalEnergies - Carburant ⛽;55,67;Dépenses variables;Transport & Carburant;21/02/2026;FAUX;FAUX;Compte Courant Principal;;734
07/02/2026;07/02/2026;Bistrot Gourmand 🍕;34,73;Dépenses variables;Restauration & Sorties;07/02/2026;FAUX;FAUX;Compte Courant Principal;;735
22/02/2026;22/02/2026;Brasserie du Centre 🍕;40,31;Dépenses variables;Restauration & Sorties;22/02/2026;FAUX;FAUX;Compte Courant Principal;;736
13/02/2026;13/02/2026;Pharmacie Centrale 💊;26,53;Dépenses variables;Santé & Mutuelle;13/02/2026;FAUX;FAUX;Compte Courant Principal;;737
24/02/2026;24/02/2026;Fnac - Livres & Musique 📚;133,61;Dépenses variables;Loisirs & Culture;24/02/2026;FAUX;FAUX;Compte Courant Principal;;738
12/02/2026;12/02/2026;Shopping Habillement 🛍️;42,93;Dépenses variables;Shopping & Habillement;12/02/2026;FAUX;FAUX;Compte Courant Principal;;739
27/03/2026;28/03/2026;Salaire Mensuel 💶;1757,28;Recettes;Salaire;28/03/2026;VRAI;FAUX;;Compte Courant Principal;740
01/03/2026;02/03/2026;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/03/2026;VRAI;FAUX;Compte Courant Principal;Livret A;741
03/03/2026;05/03/2026;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/03/2026;VRAI;FAUX;Compte Courant Principal;;742
09/03/2026;10/03/2026;Facture Électricité & Gaz ⚡;80,98;Dépenses fixes;Énergie & Eau;10/03/2026;VRAI;FAUX;Compte Courant Principal;;743
10/03/2026;12/03/2026;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/03/2026;VRAI;FAUX;Compte Courant Principal;;744
17/03/2026;18/03/2026;Assurance Habitation & Auto 🛡️;67,50;Dépenses fixes;Assurance;18/03/2026;VRAI;FAUX;Compte Courant Principal;;745
19/03/2026;20/03/2026;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/03/2026;VRAI;FAUX;Compte Courant Principal;;746
21/03/2026;22/03/2026;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/03/2026;VRAI;FAUX;Compte Courant Principal;;747
03/03/2026;03/03/2026;Courses Auchan 🛒;94,96;Dépenses variables;Alimentation;03/03/2026;FAUX;FAUX;Compte Courant Principal;;748
10/03/2026;10/03/2026;Courses Auchan 🛒;92,49;Dépenses variables;Alimentation;10/03/2026;FAUX;FAUX;Compte Courant Principal;;749
18/03/2026;18/03/2026;Courses Carrefour 🛒;88,19;Dépenses variables;Alimentation;18/03/2026;FAUX;FAUX;Compte Courant Principal;;750
25/03/2026;25/03/2026;Courses Lidl 🛒;93,49;Dépenses variables;Alimentation;25/03/2026;FAUX;FAUX;Compte Courant Principal;;751
09/03/2026;09/03/2026;Station TotalEnergies - Carburant ⛽;59,22;Dépenses variables;Transport & Carburant;09/03/2026;FAUX;FAUX;Compte Courant Principal;;752
19/03/2026;19/03/2026;Station TotalEnergies - Carburant ⛽;61,21;Dépenses variables;Transport & Carburant;19/03/2026;FAUX;FAUX;Compte Courant Principal;;753
07/03/2026;07/03/2026;Brasserie du Centre 🍕;35,01;Dépenses variables;Restauration & Sorties;07/03/2026;FAUX;FAUX;Compte Courant Principal;;754
22/03/2026;22/03/2026;Bistrot Gourmand 🍕;36,20;Dépenses variables;Restauration & Sorties;22/03/2026;FAUX;FAUX;Compte Courant Principal;;755
15/03/2026;15/03/2026;Pharmacie Centrale 💊;20,50;Dépenses variables;Santé & Mutuelle;15/03/2026;FAUX;FAUX;Compte Courant Principal;;756
25/03/2026;25/03/2026;Pathé Gaumont - Cinéma 🎬;126,93;Dépenses variables;Loisirs & Culture;25/03/2026;FAUX;FAUX;Compte Courant Principal;;757
16/03/2026;16/03/2026;Shopping Habillement 🛍️;46,50;Dépenses variables;Shopping & Habillement;16/03/2026;FAUX;FAUX;Compte Courant Principal;;758
14/03/2026;14/03/2026;Chèque N° 458921 - Cotisation Club 🎨;35,00;Dépenses variables;Loisirs & Culture;14/03/2026;FAUX;FAUX;Compte Courant Principal;;759
26/04/2026;27/04/2026;Salaire Mensuel 💶;1758,95;Recettes;Salaire;27/04/2026;VRAI;FAUX;;Compte Courant Principal;760
31/03/2026;02/04/2026;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/04/2026;VRAI;FAUX;Compte Courant Principal;Livret A;761
04/04/2026;05/04/2026;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/04/2026;VRAI;FAUX;Compte Courant Principal;;762
09/04/2026;10/04/2026;Facture Électricité & Gaz ⚡;77,01;Dépenses fixes;Énergie & Eau;10/04/2026;VRAI;FAUX;Compte Courant Principal;;763
10/04/2026;12/04/2026;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/04/2026;VRAI;FAUX;Compte Courant Principal;;764
17/04/2026;18/04/2026;Assurance Habitation & Auto 🛡️;67,41;Dépenses fixes;Assurance;18/04/2026;VRAI;FAUX;Compte Courant Principal;;765
19/04/2026;20/04/2026;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/04/2026;VRAI;FAUX;Compte Courant Principal;;766
20/04/2026;22/04/2026;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/04/2026;VRAI;FAUX;Compte Courant Principal;;767
03/04/2026;03/04/2026;Courses Carrefour 🛒;94,36;Dépenses variables;Alimentation;03/04/2026;FAUX;FAUX;Compte Courant Principal;;768
11/04/2026;11/04/2026;Courses E.Leclerc 🛒;95,47;Dépenses variables;Alimentation;11/04/2026;FAUX;FAUX;Compte Courant Principal;;769
19/04/2026;19/04/2026;Courses Carrefour 🛒;91,45;Dépenses variables;Alimentation;19/04/2026;FAUX;FAUX;Compte Courant Principal;;770
27/04/2026;27/04/2026;Courses Carrefour 🛒;95,72;Dépenses variables;Alimentation;27/04/2026;FAUX;FAUX;Compte Courant Principal;;771
07/04/2026;07/04/2026;Station TotalEnergies - Carburant ⛽;56,07;Dépenses variables;Transport & Carburant;07/04/2026;FAUX;FAUX;Compte Courant Principal;;772
21/04/2026;21/04/2026;Station TotalEnergies - Carburant ⛽;59,37;Dépenses variables;Transport & Carburant;21/04/2026;FAUX;FAUX;Compte Courant Principal;;773
07/04/2026;07/04/2026;Bistrot Gourmand 🍕;40,30;Dépenses variables;Restauration & Sorties;07/04/2026;FAUX;FAUX;Compte Courant Principal;;774
24/04/2026;24/04/2026;Pizzeria Bella Vista 🍕;41,81;Dépenses variables;Restauration & Sorties;24/04/2026;FAUX;FAUX;Compte Courant Principal;;775
17/04/2026;17/04/2026;Pharmacie Centrale 💊;21,46;Dépenses variables;Santé & Mutuelle;17/04/2026;FAUX;FAUX;Compte Courant Principal;;776
23/04/2026;23/04/2026;Fnac - Livres & Musique 📚;116,26;Dépenses variables;Loisirs & Culture;23/04/2026;FAUX;FAUX;Compte Courant Principal;;777
12/04/2026;12/04/2026;Shopping Habillement 🛍️;40,87;Dépenses variables;Shopping & Habillement;12/04/2026;FAUX;FAUX;Compte Courant Principal;;778
26/05/2026;27/05/2026;Salaire Mensuel 💶;1773,94;Recettes;Salaire;27/05/2026;VRAI;FAUX;;Compte Courant Principal;779
30/04/2026;02/05/2026;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/05/2026;VRAI;FAUX;Compte Courant Principal;Livret A;780
03/05/2026;05/05/2026;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/05/2026;VRAI;FAUX;Compte Courant Principal;;781
08/05/2026;10/05/2026;Facture Électricité & Gaz ⚡;80,54;Dépenses fixes;Énergie & Eau;10/05/2026;VRAI;FAUX;Compte Courant Principal;;782
10/05/2026;12/05/2026;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/05/2026;VRAI;FAUX;Compte Courant Principal;;783
17/05/2026;18/05/2026;Assurance Habitation & Auto 🛡️;67,26;Dépenses fixes;Assurance;18/05/2026;VRAI;FAUX;Compte Courant Principal;;784
19/05/2026;20/05/2026;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/05/2026;VRAI;FAUX;Compte Courant Principal;;785
20/05/2026;22/05/2026;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/05/2026;VRAI;FAUX;Compte Courant Principal;;786
03/05/2026;03/05/2026;Courses Carrefour 🛒;96,66;Dépenses variables;Alimentation;03/05/2026;FAUX;FAUX;Compte Courant Principal;;787
11/05/2026;11/05/2026;Courses E.Leclerc 🛒;89,24;Dépenses variables;Alimentation;11/05/2026;FAUX;FAUX;Compte Courant Principal;;788
19/05/2026;19/05/2026;Courses Auchan 🛒;96,89;Dépenses variables;Alimentation;19/05/2026;FAUX;FAUX;Compte Courant Principal;;789
27/05/2026;27/05/2026;Courses Auchan 🛒;96,95;Dépenses variables;Alimentation;27/05/2026;FAUX;FAUX;Compte Courant Principal;;790
08/05/2026;08/05/2026;Station TotalEnergies - Carburant ⛽;57,71;Dépenses variables;Transport & Carburant;08/05/2026;FAUX;FAUX;Compte Courant Principal;;791
20/05/2026;20/05/2026;Station TotalEnergies - Carburant ⛽;58,97;Dépenses variables;Transport & Carburant;20/05/2026;FAUX;FAUX;Compte Courant Principal;;792
09/05/2026;09/05/2026;Bistrot Gourmand 🍕;35,67;Dépenses variables;Restauration & Sorties;09/05/2026;FAUX;FAUX;Compte Courant Principal;;793
23/05/2026;23/05/2026;Bistrot Gourmand 🍕;40,01;Dépenses variables;Restauration & Sorties;23/05/2026;FAUX;FAUX;Compte Courant Principal;;794
15/05/2026;15/05/2026;Pharmacie Centrale 💊;20,63;Dépenses variables;Santé & Mutuelle;15/05/2026;FAUX;FAUX;Compte Courant Principal;;795
26/05/2026;26/05/2026;Pathé Gaumont - Cinéma 🎬;134,90;Dépenses variables;Loisirs & Culture;26/05/2026;FAUX;FAUX;Compte Courant Principal;;796
16/05/2026;16/05/2026;Shopping Habillement 🛍️;40,88;Dépenses variables;Shopping & Habillement;16/05/2026;FAUX;FAUX;Compte Courant Principal;;797
26/06/2026;27/06/2026;Salaire Mensuel 💶;1752,61;Recettes;Salaire;27/06/2026;VRAI;FAUX;;Compte Courant Principal;798
31/05/2026;02/06/2026;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/06/2026;VRAI;FAUX;Compte Courant Principal;Livret A;799
04/06/2026;05/06/2026;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/06/2026;VRAI;FAUX;Compte Courant Principal;;800
08/06/2026;10/06/2026;Facture Électricité & Gaz ⚡;79,64;Dépenses fixes;Énergie & Eau;10/06/2026;VRAI;FAUX;Compte Courant Principal;;801
10/06/2026;12/06/2026;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/06/2026;VRAI;FAUX;Compte Courant Principal;;802
16/06/2026;18/06/2026;Assurance Habitation & Auto 🛡️;67,23;Dépenses fixes;Assurance;18/06/2026;VRAI;FAUX;Compte Courant Principal;;803
19/06/2026;20/06/2026;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/06/2026;VRAI;FAUX;Compte Courant Principal;;804
20/06/2026;22/06/2026;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/06/2026;VRAI;FAUX;Compte Courant Principal;;805
04/06/2026;04/06/2026;Courses Auchan 🛒;90,75;Dépenses variables;Alimentation;04/06/2026;FAUX;FAUX;Compte Courant Principal;;806
10/06/2026;10/06/2026;Courses Carrefour 🛒;94,71;Dépenses variables;Alimentation;10/06/2026;FAUX;FAUX;Compte Courant Principal;;807
19/06/2026;19/06/2026;Courses E.Leclerc 🛒;93,13;Dépenses variables;Alimentation;19/06/2026;FAUX;FAUX;Compte Courant Principal;;808
27/06/2026;27/06/2026;Courses Lidl 🛒;97,53;Dépenses variables;Alimentation;27/06/2026;FAUX;FAUX;Compte Courant Principal;;809
06/06/2026;06/06/2026;Station TotalEnergies - Carburant ⛽;61,79;Dépenses variables;Transport & Carburant;06/06/2026;FAUX;FAUX;Compte Courant Principal;;810
22/06/2026;22/06/2026;Station TotalEnergies - Carburant ⛽;55,28;Dépenses variables;Transport & Carburant;22/06/2026;FAUX;FAUX;Compte Courant Principal;;811
06/06/2026;06/06/2026;Bistrot Gourmand 🍕;34,36;Dépenses variables;Restauration & Sorties;06/06/2026;FAUX;FAUX;Compte Courant Principal;;812
23/06/2026;23/06/2026;Bistrot Gourmand 🍕;35,62;Dépenses variables;Restauration & Sorties;23/06/2026;FAUX;FAUX;Compte Courant Principal;;813
12/06/2026;12/06/2026;Pharmacie Centrale 💊;24,84;Dépenses variables;Santé & Mutuelle;12/06/2026;FAUX;FAUX;Compte Courant Principal;;814
25/06/2026;25/06/2026;Fnac - Livres & Musique 📚;133,98;Dépenses variables;Loisirs & Culture;25/06/2026;FAUX;FAUX;Compte Courant Principal;;815
15/06/2026;15/06/2026;Shopping Habillement 🛍️;50,26;Dépenses variables;Shopping & Habillement;15/06/2026;FAUX;FAUX;Compte Courant Principal;;816
26/07/2026;27/07/2026;Salaire Mensuel 💶;1766,09;Recettes;Salaire;27/07/2026;VRAI;FAUX;;Compte Courant Principal;817
01/07/2026;02/07/2026;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/07/2026;VRAI;FAUX;Compte Courant Principal;Livret A;818
04/07/2026;05/07/2026;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/07/2026;VRAI;FAUX;Compte Courant Principal;;819
09/07/2026;10/07/2026;Facture Électricité & Gaz ⚡;78,59;Dépenses fixes;Énergie & Eau;10/07/2026;VRAI;FAUX;Compte Courant Principal;;820
11/07/2026;12/07/2026;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/07/2026;VRAI;FAUX;Compte Courant Principal;;821
16/07/2026;18/07/2026;Assurance Habitation & Auto 🛡️;68,60;Dépenses fixes;Assurance;18/07/2026;VRAI;FAUX;Compte Courant Principal;;822
18/07/2026;20/07/2026;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/07/2026;VRAI;FAUX;Compte Courant Principal;;823
21/07/2026;22/07/2026;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/07/2026;VRAI;FAUX;Compte Courant Principal;;824
03/07/2026;03/07/2026;Courses E.Leclerc 🛒;95,04;Dépenses variables;Alimentation;03/07/2026;FAUX;FAUX;Compte Courant Principal;;825
10/07/2026;10/07/2026;Courses E.Leclerc 🛒;94,94;Dépenses variables;Alimentation;10/07/2026;FAUX;FAUX;Compte Courant Principal;;826
19/07/2026;19/07/2026;Courses Lidl 🛒;89,23;Dépenses variables;Alimentation;19/07/2026;FAUX;FAUX;Compte Courant Principal;;827
25/07/2026;25/07/2026;Courses Auchan 🛒;89,73;Dépenses variables;Alimentation;25/07/2026;FAUX;FAUX;Compte Courant Principal;;828
08/07/2026;08/07/2026;Station TotalEnergies - Carburant ⛽;62,98;Dépenses variables;Transport & Carburant;08/07/2026;FAUX;FAUX;Compte Courant Principal;;829
21/07/2026;21/07/2026;Station TotalEnergies - Carburant ⛽;60,34;Dépenses variables;Transport & Carburant;21/07/2026;FAUX;FAUX;Compte Courant Principal;;830
06/07/2026;06/07/2026;Pizzeria Bella Vista 🍕;37,50;Dépenses variables;Restauration & Sorties;06/07/2026;FAUX;FAUX;Compte Courant Principal;;831
23/07/2026;23/07/2026;Bistrot Gourmand 🍕;40,51;Dépenses variables;Restauration & Sorties;23/07/2026;FAUX;FAUX;Compte Courant Principal;;832
17/07/2026;17/07/2026;Pharmacie Centrale 💊;27,42;Dépenses variables;Santé & Mutuelle;17/07/2026;FAUX;FAUX;Compte Courant Principal;;833
23/07/2026;23/07/2026;Decathlon - Loisirs ⚽;130,87;Dépenses variables;Loisirs & Culture;23/07/2026;FAUX;FAUX;Compte Courant Principal;;834
13/07/2026;13/07/2026;Shopping Habillement 🛍️;37,43;Dépenses variables;Shopping & Habillement;13/07/2026;FAUX;FAUX;Compte Courant Principal;;835
16/07/2026;16/07/2026;Camping Les Pins - Vacances 🏖️;90,00;Dépenses variables;Loisirs & Culture;16/07/2026;FAUX;FAUX;Compte Courant Principal;;836
31/07/2026;02/08/2026;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/08/2026;VRAI;FAUX;Compte Courant Principal;Livret A;837
04/08/2026;05/08/2026;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;;VRAI;FAUX;Compte Courant Principal;;838
03/08/2026;03/08/2026;Courses E.Leclerc 🛒;92,67;Dépenses variables;Alimentation;03/08/2026;FAUX;FAUX;Compte Courant Principal;;839
05/08/2026;05/08/2026;Station TotalEnergies - Carburant ⛽;55,53;Dépenses variables;Transport & Carburant;;FAUX;FAUX;Compte Courant Principal;;840
